name,page,category,tags,url,pageStatus
Goose Oil,4,Mains,,https://archive.org/details/cu31924000722862/page/n55,verified
"Kidney Suet, to prepare",5,Mains,,https://archive.org/details/cu31924000722862/page/n56,verified
Liver Forcemeat,6,Basics,,https://archive.org/details/cu31924000722862/page/n57,verified
Mushrooms,9,Sides,,https://archive.org/details/cu31924000722862/page/n60,verified
"Onions, to scald",10,Sides,,https://archive.org/details/cu31924000722862/page/n61,verified
"Orange Peel, how to preserve",13,Desserts,,https://archive.org/details/cu31924000722862/page/n64,verified
Parsley Butter,3,Sauces & Condiments,,https://archive.org/details/cu31924000722862/page/n54,verified
Parsnips and Celery for Soups,9,Soups & Stews,,https://archive.org/details/cu31924000722862/page/n60,verified
"Pepper , Cloves and Mace , when to prepare",11,Sides,,https://archive.org/details/cu31924000722862/page/n62,verified
Poultry Forcemeat,7,Basics,,https://archive.org/details/cu31924000722862/page/n58,verified
Raisin Forcemeat,8,Basics,,https://archive.org/details/cu31924000722862/page/n59,verified
"Raisins, how to clean",12,Desserts,,https://archive.org/details/cu31924000722862/page/n63,verified
"Rice, cleaning and scalding",3,Sides,,https://archive.org/details/cu31924000722862/page/n54,verified
Veal Sweetbreads for Stews and Gravies,10,Soups & Stews,,https://archive.org/details/cu31924000722862/page/n61,verified
Apple Soup,49,Soups & Stews,,https://archive.org/details/cu31924000722862/page/n102,verified
Apple Soup with Currants,49,Soups & Stews,,https://archive.org/details/cu31924000722862/page/n102,verified
Apricot Cold Soup,51,Soups & Stews,,https://archive.org/details/cu31924000722862/page/n104,verified
Barley Soup for invalids,47,Soups & Stews,,https://archive.org/details/cu31924000722862/page/n100,verified
Beef Broth Soup for invalids,31,Soups & Stews,,https://archive.org/details/cu31924000722862/page/n84,verified
Beef Soup with Pearl Barley and Rice,18,Soups & Stews,,https://archive.org/details/cu31924000722862/page/n71,verified
Beer Cold Soup,52,Soups & Stews,,https://archive.org/details/cu31924000722862/page/n105,verified
Beer Soup with Raisins,43,Soups & Stews,,https://archive.org/details/cu31924000722862/page/n96,verified
Beer Soup with Milk,43,Soups & Stews,,https://archive.org/details/cu31924000722862/page/n96,verified
Bread Soup for invalids,48,Soups & Stews,,https://archive.org/details/cu31924000722862/page/n101,verified
Brown Flour Soup,47,Soups & Stews,,https://archive.org/details/cu31924000722862/page/n100,verified
"Brown Soug made from Bones of Hare, Game or Roasts",29,Mains,,https://archive.org/details/cu31924000722862/page/n82,verified
